Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
,Да,Female,No,5.0,,Скорпион,,7.0,2.0,1.0,Bachelors,919755168430,Pune,XL,13.0,2018.0,,1
1999.0,Да,Female,No,5.0,79.0,,28.0,7.0,2.0,,Bachelors,919755168430,Pune,XL,13.0,2018.0,3.0,1
1999.0,Да,Female,,,79.0,,28.0,7.0,2.0,1.0,Bachelors,919755168430,Pune,XL,13.0,2018.0,3.0,1
,Да,Female,No,5.0,79.0,Скорпион,,7.0,,1.0,Bachelors,919755168430,Pune,XL,13.0,2018.0,3.0,1
2003.0,,Male,No,2.0,463.0,,24.0,0.0,1.0,1.0,Bachelors,911525754896,Bangalore,,,2013.0,4.0,0
2003.0,Нет,Male,No,2.0,,Скорпион,24.0,0.0,1.0,1.0,Bachelors,911525754896,Bangalore,L,8.0,2013.0,,0
2003.0,Нет,Male,No,2.0,463.0,Скорпион,24.0,0.0,1.0,,,911525754896,,L,8.0,2013.0,4.0,0
2003.0,Нет,Male,,,463.0,Скорпион,24.0,,1.0,1.0,Bachelors,911525754896,Bangalore,L,8.0,2013.0,4.0,0
1998.0,Нет,Male,No,3.0,81.0,,28.0,2.0,1.0,1.0,Bachelors,917041798183,,,,2012.0,3.0,0
1998.0,Нет,Male,No,3.0,81.0,Козерог,28.0,2.0,1.0,1.0,Bachelors,917041798183,Bangalore,,8.0,2012.0,,0
1998.0,Нет,Male,No,3.0,,Козерог,28.0,2.0,1.0,1.0,Bachelors,917041798183,Bangalore,L,8.0,2012.0,3.0,0
1998.0,Да,,No,3.0,62.0,Лев,28.0,0.0,,0.0,Bachelors,915963695274,,,13.0,2016.0,2.0,1
1998.0,Да,Female,No,3.0,62.0,Лев,28.0,0.0,2.0,,Bachelors,915963695274,Pune,XS,,2016.0,,1
1998.0,Да,,No,3.0,62.0,,28.0,0.0,2.0,,,915963695274,Pune,XS,13.0,2016.0,2.0,1
1998.0,,Female,No,3.0,62.0,Лев,28.0,0.0,2.0,0.0,Bachelors,915963695274,Pune,XS,13.0,2016.0,,1
1999.0,Нет,,No,3.0,181.0,Близнецы,28.0,7.0,2.0,0.0,Bachelors,913906609183,,,14.0,,2.0,0
1999.0,Нет,Male,No,3.0,181.0,Близнецы,28.0,7.0,2.0,0.0,Bachelors,913906609183,Pune,M,14.0,,2.0,0
1999.0,,Male,No,3.0,181.0,Близнецы,28.0,7.0,2.0,,Bachelors,913906609183,Pune,M,14.0,2017.0,2.0,0
2001.0,,Female,No,,404.0,Овен,25.0,9.0,3.0,,Bachelors,916016451447,Bangalore,XS,13.0,2017.0,2.0,1
2001.0,Да,Female,No,,,Овен,25.0,,3.0,1.0,Bachelors,916016451447,Bangalore,XS,,2017.0,,1
2001.0,Да,,No,,404.0,Овен,25.0,9.0,3.0,1.0,Bachelors,916016451447,,,13.0,,2.0,1
2002.0,Да,Male,No,3.0,217.0,Близнецы,,,3.0,1.0,Masters,911076045415,,,7.0,2013.0,2.0,1
1998.0,Да,Male,No,1.0,,Рак,28.0,5.0,3.0,1.0,Bachelors,914421348015,Bangalore,,,2017.0,4.0,1
2003.0,Да,Female,No,2.0,306.0,Стрелец,,,,,Bachelors,915181396152,Pune,,5.0,2015.0,,1
2003.0,Да,Female,,2.0,306.0,Стрелец,24.0,10.0,1.0,,Bachelors,915181396152,Pune,,5.0,,,1
2003.0,Да,Female,No,2.0,306.0,,,10.0,1.0,1.0,,915181396152,Pune,L,5.0,2015.0,4.0,1
,Да,,Yes,2.0,268.0,Стрелец,24.0,,3.0,,Masters,917521434389,New Delhi,S,,2013.0,4.0,1
2002.0,Да,Female,Yes,2.0,268.0,Стрелец,24.0,8.0,,0.0,Masters,917521434389,New Delhi,S,,2013.0,4.0,1
2002.0,Да,,Yes,2.0,268.0,Стрелец,24.0,8.0,3.0,0.0,,917521434389,New Delhi,S,,2013.0,,1
,Да,,No,3.0,,Стрелец,,1.0,,,Bachelors,914834555533,Pune,,,2014.0,1.0,1
1997.0,Да,,No,3.0,464.0,Стрелец,28.0,1.0,2.0,0.0,,914834555533,Pune,,5.0,2014.0,1.0,1
1997.0,Да,Female,No,,464.0,Стрелец,28.0,1.0,2.0,0.0,Bachelors,914834555533,Pune,S,5.0,2014.0,1.0,1
1997.0,Да,Female,No,,464.0,Стрелец,28.0,1.0,2.0,0.0,Bachelors,914834555533,Pune,S,5.0,2014.0,1.0,1
1997.0,Да,Female,No,3.0,464.0,,28.0,1.0,2.0,0.0,,914834555533,Pune,S,5.0,2014.0,1.0,1
1997.0,Да,,No,,5.0,Лев,28.0,10.0,,1.0,Bachelors,918054538043,Pune,XS,3.0,2015.0,4.0,1
1997.0,,Female,No,5.0,5.0,Лев,,10.0,2.0,1.0,Bachelors,918054538043,Pune,XS,3.0,2015.0,4.0,1
1997.0,Да,Female,,5.0,5.0,Лев,28.0,10.0,,1.0,,918054538043,,XS,3.0,2015.0,4.0,1
1997.0,Да,Female,No,5.0,5.0,Лев,28.0,10.0,2.0,,Bachelors,918054538043,Pune,XS,3.0,2015.0,4.0,1
2000.0,Нет,Female,No,4.0,128.0,Весы,26.0,4.0,,,Bachelors,918890212454,New Delhi,M,15.0,2016.0,1.0,0
2000.0,Нет,,No,4.0,128.0,Весы,26.0,4.0,3.0,1.0,,918890212454,New Delhi,,,2016.0,,0
2000.0,Нет,Female,No,4.0,128.0,Весы,26.0,4.0,3.0,1.0,,918890212454,New Delhi,M,15.0,2016.0,1.0,0
1999.0,Нет,Male,No,5.0,248.0,Дева,27.0,1.0,1.0,0.0,Bachelors,914248098791,Bangalore,M,5.0,2015.0,1.0,0
2000.0,Да,Male,,4.0,106.0,Близнецы,26.0,,3.0,,PHD,915311425990,Pune,L,13.0,2018.0,4.0,1
2000.0,Да,Male,No,4.0,106.0,Близнецы,26.0,,3.0,1.0,,915311425990,Pune,L,13.0,2018.0,4.0,1
1998.0,,Male,No,,303.0,Лев,28.0,8.0,,0.0,Bachelors,919785284979,Bangalore,S,,2014.0,3.0,0
1998.0,Нет,Male,No,0.0,303.0,Лев,28.0,8.0,3.0,0.0,Bachelors,919785284979,Bangalore,S,1.0,2014.0,,0
1998.0,,Male,,0.0,303.0,Лев,28.0,8.0,3.0,0.0,Bachelors,919785284979,Bangalore,S,1.0,2014.0,3.0,0
1998.0,Нет,Male,,0.0,303.0,Лев,,8.0,3.0,0.0,Bachelors,919785284979,Bangalore,S,1.0,2014.0,3.0,0
,Нет,Female,No,,343.0,Стрелец,,7.0,,1.0,Masters,914830324138,Pune,L,9.0,2015.0,2.0,0
2000.0,Нет,Female,No,,343.0,,26.0,7.0,3.0,1.0,Masters,914830324138,,L,9.0,2015.0,2.0,0
2000.0,Нет,Female,No,,,Стрелец,,7.0,3.0,1.0,Masters,914830324138,,L,9.0,2015.0,2.0,0
2000.0,Нет,Female,No,4.0,,Стрелец,26.0,7.0,3.0,1.0,Masters,914830324138,Pune,,9.0,2015.0,2.0,0
1998.0,Нет,Female,Yes,5.0,93.0,Козерог,27.0,9.0,3.0,1.0,Bachelors,919480468876,,S,5.0,,1.0,0
1998.0,Нет,,Yes,,93.0,Козерог,27.0,9.0,3.0,,Bachelors,919480468876,Bangalore,S,5.0,2017.0,1.0,0
2001.0,Нет,Female,No,4.0,159.0,Рыбы,26.0,3.0,,,Masters,918858726965,New Delhi,L,9.0,2017.0,,1
,Нет,Female,No,4.0,159.0,Рыбы,26.0,3.0,1.0,1.0,,918858726965,New Delhi,L,9.0,,2.0,1
2001.0,Нет,Female,,4.0,159.0,Рыбы,26.0,3.0,1.0,1.0,Masters,918858726965,New Delhi,L,9.0,2017.0,2.0,1
2001.0,Нет,Female,No,4.0,159.0,Рыбы,26.0,3.0,1.0,1.0,Masters,918858726965,New Delhi,L,,2017.0,2.0,1
2001.0,Нет,,No,,159.0,Рыбы,26.0,3.0,1.0,1.0,Masters,918858726965,New Delhi,,,2017.0,2.0,1
,Нет,Female,,4.0,263.0,Рыбы,26.0,2.0,,1.0,Masters,911101126767,Bangalore,XS,13.0,,1.0,0
,Нет,Female,No,4.0,263.0,Рыбы,,2.0,2.0,1.0,Masters,911101126767,,XS,13.0,2017.0,1.0,0
1999.0,Нет,Female,No,4.0,263.0,Рыбы,26.0,2.0,,1.0,Masters,911101126767,Bangalore,XS,,2017.0,,0
1999.0,Нет,Female,,,263.0,Рыбы,26.0,2.0,2.0,1.0,Masters,911101126767,Bangalore,XS,,,1.0,0
,Нет,Female,No,,28.0,Рыбы,25.0,4.0,1.0,1.0,,915510993086,,S,4.0,2014.0,3.0,0
2001.0,,,,3.0,28.0,Рыбы,,4.0,1.0,1.0,Masters,915510993086,,S,,2014.0,3.0,0
2002.0,,,,3.0,94.0,Весы,,,3.0,0.0,Masters,917828002606,New Delhi,M,3.0,,,1
2002.0,Да,Male,No,3.0,94.0,Весы,25.0,6.0,,0.0,Masters,917828002606,New Delhi,M,,2012.0,3.0,1
2002.0,Да,Male,No,3.0,94.0,Весы,25.0,6.0,3.0,,,917828002606,New Delhi,M,,,3.0,1
2002.0,Да,Male,No,3.0,94.0,Весы,25.0,,3.0,,Masters,917828002606,New Delhi,M,3.0,,3.0,1
2002.0,Да,Male,,3.0,,Весы,25.0,6.0,3.0,0.0,Masters,917828002606,New Delhi,M,3.0,2012.0,3.0,1
2000.0,Нет,Male,No,,157.0,Лев,25.0,7.0,1.0,1.0,Bachelors,915475772331,Bangalore,M,1.0,2014.0,1.0,0
2000.0,Нет,Male,No,3.0,,Лев,25.0,7.0,1.0,1.0,Bachelors,915475772331,Bangalore,M,1.0,2014.0,1.0,0
1997.0,Нет,Male,No,0.0,,,28.0,7.0,3.0,1.0,Bachelors,916744204484,Pune,S,6.0,2013.0,2.0,0
1997.0,Нет,,,0.0,59.0,Овен,,7.0,3.0,1.0,Bachelors,916744204484,Pune,S,6.0,2013.0,2.0,0
1997.0,Нет,Male,No,0.0,59.0,Овен,28.0,7.0,,1.0,Bachelors,916744204484,,S,6.0,2013.0,2.0,0
1999.0,Да,Female,,,,Скорпион,28.0,9.0,1.0,0.0,,911965208266,Pune,L,14.0,2014.0,3.0,1
1999.0,Да,Female,No,,196.0,Скорпион,,,,0.0,Bachelors,911965208266,,L,14.0,2014.0,3.0,1
,Да,,No,3.0,196.0,Скорпион,28.0,9.0,1.0,,Bachelors,911965208266,Pune,L,14.0,,3.0,1
1999.0,Да,Female,,3.0,196.0,Скорпион,28.0,9.0,1.0,0.0,,911965208266,Pune,L,,,,1
,Да,Female,No,3.0,196.0,Скорпион,28.0,,1.0,0.0,Bachelors,911965208266,Pune,L,14.0,,3.0,1
1998.0,Нет,Female,No,2.0,184.0,Водолей,28.0,2.0,3.0,,Masters,918183425756,New Delhi,,,,1.0,0
1998.0,Нет,Female,No,2.0,184.0,Водолей,28.0,2.0,3.0,,Masters,918183425756,New Delhi,M,3.0,2013.0,1.0,0
1998.0,Нет,Female,No,2.0,184.0,Водолей,28.0,2.0,3.0,1.0,Masters,918183425756,New Delhi,M,3.0,,,0
1998.0,,Female,No,5.0,379.0,Скорпион,27.0,0.0,2.0,0.0,Masters,914899585535,Bangalore,S,,2017.0,2.0,1
1997.0,Нет,Female,No,3.0,272.0,,28.0,,2.0,0.0,Masters,915774787632,New Delhi,M,15.0,2017.0,2.0,0
1997.0,Нет,Female,No,3.0,272.0,,28.0,5.0,2.0,0.0,Masters,915774787632,,M,15.0,2017.0,2.0,0
1997.0,Нет,Female,No,3.0,272.0,Дева,28.0,5.0,,0.0,Masters,915774787632,,,15.0,2017.0,2.0,0
1998.0,Нет,Female,No,5.0,,,27.0,1.0,3.0,0.0,Masters,916624180001,Bangalore,,9.0,2015.0,1.0,0
1998.0,,Female,No,5.0,,Козерог,27.0,2.0,3.0,0.0,Masters,913309433062,Pune,XS,12.0,2017.0,1.0,1
1998.0,Да,Female,,,,Козерог,27.0,2.0,3.0,0.0,Masters,913309433062,Pune,,12.0,2017.0,1.0,1
1998.0,,,No,5.0,354.0,Козерог,,2.0,,0.0,,913309433062,Pune,XS,12.0,2017.0,1.0,1
1998.0,Да,Female,,3.0,444.0,Козерог,28.0,0.0,3.0,0.0,Masters,918710100745,Bangalore,M,6.0,2014.0,3.0,1
1998.0,,Female,,3.0,,Козерог,28.0,0.0,3.0,0.0,Masters,918710100745,Bangalore,M,6.0,2014.0,,1
1997.0,Да,Female,No,,385.0,Овен,28.0,8.0,2.0,1.0,Bachelors,913117744876,Pune,L,5.0,,1.0,1
1998.0,Да,Female,No,3.0,,Овен,28.0,8.0,3.0,1.0,Bachelors,911286912115,Bangalore,S,9.0,2017.0,2.0,1
1998.0,Да,Female,,3.0,401.0,Овен,,8.0,,,Bachelors,911286912115,,S,9.0,2017.0,2.0,1
,Да,Male,Yes,3.0,76.0,,,5.0,3.0,1.0,Bachelors,911391574488,Bangalore,L,4.0,2016.0,1.0,1
2000.0,Да,Male,Yes,3.0,76.0,Лев,25.0,5.0,3.0,1.0,Bachelors,911391574488,Bangalore,,,,,1
2003.0,Нет,Female,No,2.0,104.0,,,3.0,2.0,,Masters,914602224536,Bangalore,M,2.0,2017.0,5.0,0
2003.0,Нет,Female,No,,104.0,Рыбы,24.0,3.0,2.0,1.0,Masters,914602224536,,M,,,5.0,0
2003.0,,Female,No,,104.0,,24.0,3.0,2.0,1.0,Masters,914602224536,Bangalore,M,2.0,2017.0,5.0,0
2003.0,Нет,,No,2.0,104.0,Рыбы,24.0,3.0,,1.0,Masters,914602224536,,M,2.0,2017.0,5.0,0
2003.0,Нет,Female,No,2.0,,,24.0,,,1.0,Masters,914602224536,Bangalore,M,2.0,2017.0,5.0,0
2001.0,Нет,Female,,2.0,377.0,Овен,24.0,9.0,1.0,1.0,,911956334878,New Delhi,M,5.0,,2.0,0
,Нет,,No,2.0,,Овен,24.0,9.0,1.0,1.0,Masters,911956334878,New Delhi,M,5.0,2017.0,2.0,0
2001.0,Нет,Female,No,,377.0,Овен,24.0,9.0,1.0,1.0,Masters,911956334878,New Delhi,M,5.0,,2.0,0
,Нет,,No,2.0,,,24.0,9.0,,1.0,Masters,911956334878,New Delhi,M,,2017.0,,0
1999.0,Нет,,,0.0,364.0,Дева,28.0,5.0,3.0,1.0,Bachelors,919226727124,,XL,,2014.0,,0
1999.0,Нет,Male,No,0.0,364.0,Дева,28.0,5.0,3.0,1.0,,919226727124,,XL,,2014.0,2.0,0
1999.0,,Male,No,0.0,364.0,Дева,28.0,,3.0,1.0,Bachelors,919226727124,Pune,XL,1.0,2014.0,,0
,Нет,,No,0.0,364.0,Дева,28.0,5.0,,,Bachelors,919226727124,,XL,,2014.0,2.0,0
,Нет,Male,No,1.0,203.0,Овен,28.0,8.0,,1.0,Masters,915557071493,New Delhi,L,4.0,2013.0,2.0,0
,Нет,Male,No,,203.0,Овен,28.0,,,1.0,,915557071493,New Delhi,L,,2013.0,2.0,0
,Нет,Male,No,1.0,203.0,Овен,28.0,8.0,3.0,1.0,Masters,915557071493,New Delhi,,4.0,2013.0,,0
1997.0,Нет,,No,1.0,203.0,Овен,,8.0,3.0,1.0,Masters,915557071493,,,4.0,,2.0,0
,Нет,Male,No,1.0,,Овен,28.0,8.0,3.0,1.0,Masters,915557071493,New Delhi,L,4.0,2013.0,2.0,0
1998.0,Нет,Male,No,1.0,359.0,,28.0,,3.0,0.0,Bachelors,917539116746,Pune,L,1.0,2017.0,4.0,0
1998.0,Нет,Male,No,1.0,359.0,Козерог,28.0,10.0,3.0,0.0,Bachelors,917539116746,,L,1.0,2017.0,,0
1998.0,,,No,5.0,31.0,Близнецы,27.0,,3.0,1.0,PHD,912821287226,Bangalore,M,4.0,2018.0,3.0,1
1998.0,Да,Male,No,5.0,31.0,Близнецы,,,3.0,1.0,PHD,912821287226,Bangalore,M,4.0,,3.0,1
1998.0,Да,Male,No,5.0,31.0,,27.0,6.0,3.0,1.0,PHD,912821287226,Bangalore,M,,2018.0,,1
1998.0,,Male,No,,31.0,Близнецы,27.0,6.0,3.0,1.0,PHD,912821287226,Bangalore,M,4.0,2018.0,3.0,1
1998.0,,Male,,5.0,,Близнецы,27.0,6.0,3.0,1.0,,912821287226,,M,4.0,2018.0,3.0,1
2002.0,,Male,No,3.0,78.0,Рыбы,25.0,0.0,3.0,,Masters,911143553800,Pune,XXL,,2017.0,1.0,0
2002.0,Нет,Male,No,,78.0,Рыбы,25.0,,3.0,,Masters,911143553800,Pune,XXL,,2017.0,1.0,0
2002.0,Нет,Male,No,3.0,78.0,Рыбы,25.0,0.0,3.0,0.0,,911143553800,Pune,XXL,7.0,2017.0,,0
2002.0,Нет,,No,3.0,78.0,,25.0,0.0,3.0,0.0,Masters,911143553800,Pune,XXL,7.0,2017.0,1.0,0
2002.0,Нет,,,2.0,329.0,Водолей,24.0,,3.0,1.0,Bachelors,918322194557,New Delhi,,10.0,2017.0,4.0,0
2002.0,Нет,Female,No,2.0,329.0,Водолей,24.0,0.0,,1.0,Bachelors,918322194557,New Delhi,L,10.0,2017.0,4.0,0
2002.0,Нет,Female,No,2.0,329.0,Водолей,24.0,0.0,,1.0,,918322194557,,L,10.0,,4.0,0
2002.0,Нет,Female,,,,Водолей,24.0,0.0,3.0,1.0,Bachelors,918322194557,New Delhi,L,10.0,,,0
2002.0,Нет,Male,No,2.0,255.0,Скорпион,24.0,8.0,3.0,0.0,PHD,915676549142,,M,11.0,2014.0,2.0,0
2002.0,Нет,Female,No,2.0,300.0,Скорпион,24.0,0.0,3.0,1.0,PHD,913948304117,Bangalore,M,8.0,,1.0,0
2002.0,,Female,No,2.0,300.0,Скорпион,24.0,0.0,3.0,,PHD,913948304117,Bangalore,M,8.0,2017.0,1.0,0
2002.0,Да,Female,Yes,,401.0,Рыбы,25.0,4.0,2.0,,Masters,914723696368,New Delhi,S,7.0,,2.0,1
1999.0,Да,Female,No,2.0,,Козерог,28.0,6.0,3.0,0.0,Bachelors,915941748823,Pune,M,3.0,2016.0,3.0,1
1999.0,Да,Female,No,2.0,128.0,Козерог,,6.0,3.0,,Bachelors,915941748823,,M,3.0,,3.0,1
1999.0,Да,,No,2.0,128.0,Козерог,28.0,6.0,3.0,0.0,Bachelors,915941748823,Pune,M,,,3.0,1
2000.0,Нет,Male,No,4.0,442.0,Весы,26.0,9.0,,1.0,Masters,911297770063,New Delhi,M,6.0,2017.0,2.0,0
,Нет,Male,Yes,,58.0,Дева,26.0,3.0,,1.0,,918104405001,Pune,M,11.0,2013.0,2.0,0
2000.0,Нет,Male,Yes,4.0,58.0,Дева,,3.0,2.0,1.0,,918104405001,,M,11.0,2013.0,,0
2000.0,Нет,Male,Yes,4.0,58.0,Дева,26.0,3.0,2.0,1.0,Bachelors,918104405001,Pune,M,,,2.0,0
2000.0,Нет,Male,Yes,4.0,132.0,Рак,26.0,3.0,1.0,0.0,Bachelors,915650186006,,M,5.0,2018.0,,0
2000.0,Нет,Male,Yes,4.0,132.0,Рак,26.0,3.0,1.0,0.0,Bachelors,915650186006,Pune,M,,2018.0,1.0,0
2000.0,Нет,,Yes,4.0,132.0,Рак,26.0,3.0,,0.0,Bachelors,915650186006,Pune,M,5.0,,1.0,0
,Нет,Male,No,3.0,428.0,Овен,,7.0,3.0,,PHD,912568792691,,M,15.0,,,0
1998.0,,,No,3.0,428.0,Овен,28.0,7.0,3.0,0.0,PHD,912568792691,New Delhi,M,15.0,2017.0,,0
1998.0,Нет,Male,No,3.0,428.0,Овен,28.0,7.0,3.0,0.0,PHD,912568792691,,M,15.0,,,0
1998.0,Нет,Male,No,3.0,428.0,Овен,28.0,7.0,3.0,,PHD,912568792691,New Delhi,M,15.0,2017.0,1.0,0
1998.0,,Male,No,3.0,428.0,Овен,28.0,7.0,3.0,0.0,PHD,912568792691,New Delhi,M,15.0,2017.0,,0
,Да,Female,No,2.0,104.0,Водолей,24.0,2.0,2.0,,Bachelors,916016994896,New Delhi,,0.0,2017.0,4.0,1
2003.0,Да,Female,No,2.0,,Водолей,24.0,2.0,2.0,,Bachelors,916016994896,,,0.0,2017.0,4.0,1
2003.0,Да,Female,No,2.0,,Водолей,24.0,,2.0,,Bachelors,916016994896,,,0.0,2017.0,4.0,1
2003.0,Да,Female,No,2.0,104.0,Водолей,24.0,2.0,2.0,,Bachelors,916016994896,,XS,0.0,2017.0,4.0,1
1998.0,Нет,Female,No,,,Рак,28.0,7.0,2.0,1.0,Masters,918447348908,Pune,XS,10.0,2015.0,3.0,0
1998.0,Нет,Female,No,0.0,146.0,Рак,28.0,7.0,2.0,1.0,Masters,918447348908,Pune,XS,10.0,2015.0,3.0,0
2001.0,Нет,,Yes,,78.0,,,7.0,,,Bachelors,918486586976,,,10.0,2017.0,1.0,0
2001.0,Нет,,Yes,4.0,78.0,Лев,26.0,7.0,3.0,1.0,,918486586976,Pune,S,10.0,2017.0,1.0,0
2001.0,Нет,,,4.0,78.0,Лев,26.0,7.0,,,Bachelors,918486586976,Pune,S,10.0,,1.0,0
2001.0,Нет,Male,Yes,,78.0,Лев,26.0,7.0,3.0,1.0,Bachelors,918486586976,Pune,S,,2017.0,1.0,0
2001.0,Нет,Male,Yes,4.0,78.0,Лев,26.0,7.0,3.0,1.0,,918486586976,Pune,S,10.0,2017.0,1.0,0
2000.0,,Male,No,5.0,,Весы,27.0,7.0,3.0,0.0,Masters,914144932719,Pune,M,5.0,,1.0,1
2000.0,Да,,No,5.0,417.0,Весы,27.0,,3.0,,Masters,914144932719,Pune,M,5.0,2017.0,1.0,1
2000.0,Да,Male,No,5.0,417.0,Весы,27.0,7.0,3.0,0.0,Masters,914144932719,Pune,M,,2017.0,1.0,1
2000.0,Да,Male,No,,417.0,,27.0,7.0,3.0,0.0,Masters,914144932719,Pune,,5.0,,1.0,1
2000.0,Нет,Female,No,5.0,,,27.0,3.0,1.0,1.0,Bachelors,912830192813,Bangalore,L,13.0,2013.0,4.0,0
2000.0,Нет,,,5.0,498.0,Стрелец,27.0,3.0,1.0,1.0,Bachelors,912830192813,Bangalore,L,13.0,2013.0,4.0,0
2000.0,Нет,Female,No,5.0,498.0,Стрелец,27.0,3.0,1.0,1.0,Bachelors,912830192813,Bangalore,L,13.0,2013.0,4.0,0
2000.0,Нет,Female,,5.0,498.0,Стрелец,27.0,3.0,1.0,1.0,,912830192813,Bangalore,,13.0,2013.0,4.0,0
1999.0,Нет,Male,No,2.0,398.0,Рак,28.0,3.0,3.0,1.0,Bachelors,911135155785,Pune,M,8.0,2017.0,,0
1999.0,Нет,Male,No,2.0,398.0,Рак,28.0,3.0,3.0,1.0,Bachelors,911135155785,,M,8.0,2017.0,,0
,Нет,,No,2.0,398.0,Рак,28.0,3.0,3.0,1.0,Bachelors,911135155785,,M,8.0,2017.0,5.0,0
1999.0,Нет,,No,2.0,398.0,Рак,,3.0,3.0,1.0,Bachelors,911135155785,Pune,M,8.0,2017.0,5.0,0
1998.0,Нет,Male,No,1.0,369.0,Овен,28.0,9.0,3.0,1.0,Bachelors,915743278359,,XL,,2014.0,2.0,0
,Нет,Male,No,1.0,,Овен,28.0,9.0,,,Bachelors,915743278359,New Delhi,XL,4.0,2014.0,2.0,0
1998.0,,Male,No,1.0,,Овен,,9.0,3.0,1.0,Bachelors,915743278359,,,4.0,2014.0,2.0,0
1999.0,Нет,Female,No,2.0,137.0,,28.0,4.0,2.0,0.0,Bachelors,917710190515,New Delhi,M,9.0,2017.0,1.0,0
1999.0,Нет,,,2.0,137.0,Овен,28.0,4.0,2.0,0.0,Bachelors,917710190515,New Delhi,M,9.0,2017.0,1.0,0
1999.0,,,No,2.0,137.0,Овен,28.0,,2.0,0.0,Bachelors,917710190515,New Delhi,M,9.0,2017.0,1.0,0
1999.0,Нет,,No,2.0,137.0,,,4.0,2.0,0.0,Bachelors,917710190515,New Delhi,M,9.0,2017.0,1.0,0
2002.0,Нет,Male,No,,,Водолей,25.0,8.0,3.0,1.0,PHD,918703265087,New Delhi,M,14.0,2014.0,3.0,0
2002.0,Нет,Male,No,,,,25.0,8.0,3.0,,PHD,918703265087,,M,14.0,2014.0,3.0,0
,Нет,Male,No,3.0,,Водолей,25.0,8.0,3.0,1.0,PHD,918703265087,New Delhi,M,14.0,2014.0,3.0,0
2002.0,Нет,Male,No,3.0,95.0,,25.0,8.0,3.0,1.0,PHD,918703265087,New Delhi,M,14.0,2014.0,3.0,0
2002.0,,Male,No,,95.0,,25.0,8.0,3.0,1.0,,918703265087,New Delhi,M,,,3.0,0
,Да,Male,Yes,2.0,232.0,Овен,24.0,6.0,,0.0,Masters,917928720166,New Delhi,M,11.0,2017.0,5.0,1
2003.0,Да,,Yes,2.0,232.0,Овен,24.0,6.0,2.0,,,917928720166,New Delhi,M,11.0,2017.0,5.0,1
2000.0,Да,Female,,4.0,,Дева,26.0,7.0,,,Bachelors,919636707654,Bangalore,,4.0,2014.0,1.0,1
2000.0,,Female,No,4.0,146.0,Дева,26.0,7.0,2.0,0.0,,919636707654,Bangalore,S,4.0,2014.0,1.0,1
,Да,Female,,4.0,146.0,,,7.0,2.0,0.0,Bachelors,919636707654,Bangalore,S,4.0,,1.0,1
2000.0,Да,,No,4.0,146.0,,26.0,,,0.0,Bachelors,919636707654,,,4.0,2014.0,,1
2000.0,Да,Female,No,4.0,146.0,Дева,26.0,7.0,,0.0,Bachelors,919636707654,,S,4.0,2014.0,1.0,1
2000.0,Нет,Female,,5.0,500.0,Телец,27.0,7.0,3.0,0.0,Bachelors,913291411934,Pune,M,4.0,2016.0,1.0,0
,Нет,Female,No,,500.0,,27.0,7.0,,0.0,Bachelors,913291411934,Pune,M,4.0,,1.0,0
2000.0,Нет,Female,No,5.0,500.0,Телец,27.0,7.0,,0.0,Bachelors,913291411934,Pune,,4.0,,,0
1998.0,Да,Female,No,1.0,343.0,Водолей,28.0,2.0,2.0,1.0,Bachelors,913894051604,Pune,M,9.0,2014.0,4.0,1
1998.0,Да,Female,No,1.0,343.0,Водолей,,2.0,2.0,1.0,,913894051604,Pune,M,,2014.0,,1
1998.0,Да,Female,No,,343.0,Водолей,28.0,2.0,2.0,1.0,Bachelors,913894051604,Pune,,,2014.0,4.0,1
,,Female,No,,343.0,,,2.0,2.0,1.0,Bachelors,913894051604,Pune,M,9.0,2014.0,4.0,1
1998.0,Да,,No,1.0,343.0,Водолей,28.0,2.0,,1.0,Bachelors,913894051604,Pune,M,9.0,2014.0,4.0,1
1997.0,Да,Female,No,2.0,268.0,Козерог,28.0,6.0,2.0,,Bachelors,913560498206,Bangalore,XS,5.0,2017.0,3.0,1
,,Female,No,,295.0,,26.0,,,1.0,Bachelors,915893140792,New Delhi,M,3.0,2017.0,2.0,1
2001.0,Нет,Female,No,2.0,93.0,Близнецы,24.0,7.0,3.0,0.0,Bachelors,911093013295,Bangalore,,,2012.0,2.0,0
2001.0,Нет,Female,No,2.0,93.0,,24.0,7.0,3.0,0.0,Bachelors,911093013295,,XXL,12.0,2012.0,2.0,0
2001.0,Нет,Male,No,,50.0,,24.0,7.0,3.0,1.0,,915332178918,,L,,2015.0,5.0,0
1998.0,Нет,Female,Yes,2.0,86.0,,28.0,5.0,,0.0,Bachelors,916996706908,New Delhi,M,,2013.0,1.0,0
1998.0,,Female,Yes,,,Рак,,,3.0,0.0,Bachelors,916996706908,New Delhi,M,15.0,2013.0,1.0,0
1998.0,Нет,Female,Yes,2.0,86.0,Рак,28.0,5.0,3.0,0.0,Bachelors,916996706908,New Delhi,M,15.0,2013.0,1.0,0
1998.0,Нет,Female,,,86.0,Рак,28.0,,3.0,0.0,Bachelors,916996706908,New Delhi,M,15.0,,1.0,0
